{'ulf': 44, 'urf': 145, 'umf': 100, 'ull': 214, 'urr': 35, 'ubb': 71, 'ul2': 369, 'ur2': 37, 'l1d': 1250, 'lld': 1250, 'rrd': 1250, 'r1d': 1250, 'imur': 360, 'pos': {'x': 3.36, 'y': 11.09, 'z': -0.57}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['86AE', '0BAE', '1D33', '0D9D'], 'Ax': ['0.00', '6.50', '6.03', '0.60'], 'Ay': ['12.40', '12.40', '4.85', '4.85'], 'Az': ['1.07', '1.70', '1.00', '1.07'], 'ADist': ['3.99', '4.11', '6.90', '7.54']}, 'a': 1.5, 'b': 11.3, 'oldx': 3.36, 'oldy': 11.09, 'imuc': 443.55839990066494, 'minimu': 220, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 84, 'urf': 260, 'umf': 129, 'ull': 100, 'urr': 100, 'ubb': 82, 'ul2': 150, 'ur2': 75, 'l1d': 1067, 'lld': 1644, 'rrd': 2844, 'r1d': 1125, 'imur': 532, 'pos': {'x': 2.5, 'y': 8.48, 'z': -0.72}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '86AE', '1D33', '0BAE'], 'Ax': ['0.60', '0.00', '6.03', '6.50'], 'Ay': ['4.85', '12.40', '4.85', '12.40'], 'Az': ['1.07', '1.07', '1.00', '1.70'], 'ADist': ['4.42', '5.04', '4.98', '6.07']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'navigation', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 137, 'urf': 244, 'umf': 249, 'ull': 122, 'urr': 113, 'ubb': 92, 'ul2': 100, 'ur2': 93, 'l1d': 1250, 'lld': 1250, 'rrd': 1250, 'r1d': 1250, 'imur': 532, 'pos': {'x': 2.78, 'y': 8.57, 'z': -0.54}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '86AE', '1D33', '0BAE'], 'Ax': ['0.60', '0.00', '6.03', '6.50'], 'Ay': ['4.85', '12.40', '4.85', '12.40'], 'Az': ['1.07', '1.07', '1.00', '1.70'], 'ADist': ['4.42', '5.18', '5.39', '6.28']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'navigation', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 270, 'urf': 237, 'umf': 241, 'ull': 82, 'urr': 84, 'ubb': 92, 'ul2': 100, 'ur2': 98, 'l1d': 1527, 'lld': 3277, 'rrd': 1063, 'r1d': 819, 'imur': 532, 'pos': {'x': 2.32, 'y': 8.22, 'z': 0.03}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '86AE', '1D33', '0BAE'], 'Ax': ['0.60', '0.00', '6.03', '6.50'], 'Ay': ['4.85', '12.40', '4.85', '12.40'], 'Az': ['1.07', '1.07', '1.00', '1.70'], 'ADist': ['4.33', '5.25', '5.39', '6.40']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'navigation', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 250, 'urf': 223, 'umf': 227, 'ull': 80, 'urr': 60, 'ubb': 0, 'ul2': 128, 'ur2': 100, 'l1d': 2157, 'lld': 2393, 'rrd': 2105, 'r1d': 634, 'imur': 532, 'pos': {'x': 2.44, 'y': 8.27, 'z': -0.62}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '86AE', '1D33', '0BAE'], 'Ax': ['0.60', '0.00', '6.03', '6.50'], 'Ay': ['4.85', '12.40', '4.85', '12.40'], 'Az': ['1.07', '1.07', '1.00', '1.70'], 'ADist': ['4.81', '5.35', '5.25', '6.41']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'navigation', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 118, 'urf': 207, 'umf': 212, 'ull': 81, 'urr': 57, 'ubb': 122, 'ul2': 83, 'ur2': 86, 'l1d': 1449, 'lld': 2043, 'rrd': 3370, 'r1d': 602, 'imur': 532, 'pos': {'x': 2.46, 'y': 8.22, 'z': -1.34}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '86AE', '1D33', '0BAE'], 'Ax': ['0.60', '0.00', '6.03', '6.50'], 'Ay': ['4.85', '12.40', '4.85', '12.40'], 'Az': ['1.07', '1.07', '1.00', '1.70'], 'ADist': ['4.60', '5.46', '5.25', '6.61']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'navigation', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 159, 'urf': 196, 'umf': 70, 'ull': 84, 'urr': 46, 'ubb': 126, 'ul2': 80, 'ur2': 80, 'l1d': 1629, 'lld': 2159, 'rrd': 1985, 'r1d': 665, 'imur': 532, 'pos': {'x': 2.54, 'y': 8.03, 'z': -1.17}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '1D33', '86AE', '0BAE'], 'Ax': ['0.60', '6.03', '0.00', '6.50'], 'Ay': ['4.85', '4.85', '12.40', '12.40'], 'Az': ['1.07', '1.00', '1.07', '1.70'], 'ADist': ['4.27', '5.19', '5.53', '6.53']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'navigation', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 151, 'urf': 185, 'umf': 159, 'ull': 86, 'urr': 44, 'ubb': 0, 'ul2': 80, 'ur2': 76, 'l1d': 1024, 'lld': 2067, 'rrd': 1632, 'r1d': 1385, 'imur': 532, 'pos': {'x': 2.37, 'y': 7.76, 'z': 0.17}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '1D33', '86AE', '0BAE'], 'Ax': ['0.60', '6.03', '0.00', '6.50'], 'Ay': ['4.85', '4.85', '12.40', '12.40'], 'Az': ['1.07', '1.00', '1.07', '1.70'], 'ADist': ['3.94', '5.16', '5.76', '6.71']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'navigation', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 132, 'urf': 145, 'umf': 147, 'ull': 89, 'urr': 42, 'ubb': 171, 'ul2': 83, 'ur2': 46, 'l1d': 2318, 'lld': 1859, 'rrd': 2152, 'r1d': 1390, 'imur': 532, 'pos': {'x': 2.39, 'y': 7.45, 'z': 1.59}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '1D33', '86AE', '0BAE'], 'Ax': ['0.60', '6.03', '0.00', '6.50'], 'Ay': ['4.85', '4.85', '12.40', '12.40'], 'Az': ['1.07', '1.00', '1.07', '1.70'], 'ADist': ['3.82', '4.96', '6.04', '6.76']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'navigation', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 115, 'urf': 158, 'umf': 154, 'ull': 93, 'urr': 40, 'ubb': 142, 'ul2': 85, 'ur2': 44, 'l1d': 4795, 'lld': 1925, 'rrd': 1685, 'r1d': 2336, 'imur': 532, 'pos': {'x': 2.48, 'y': 7.3, 'z': 0.11}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '1D33', '86AE', '0BAE'], 'Ax': ['0.60', '6.03', '0.00', '6.50'], 'Ay': ['4.85', '4.85', '12.40', '12.40'], 'Az': ['1.07', '1.00', '1.07', '1.70'], 'ADist': ['3.74', '4.76', '6.11', '7.05']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'navigation', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 105, 'urf': 149, 'umf': 124, 'ull': 287, 'urr': 85, 'ubb': 141, 'ul2': 88, 'ur2': 42, 'l1d': 1367, 'lld': 1916, 'rrd': 1350, 'r1d': 1657, 'imur': 532, 'pos': {'x': 2.49, 'y': 7.18, 'z': 1.63}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '1D33', '86AE', '0BAE'], 'Ax': ['0.60', '6.03', '0.00', '6.50'], 'Ay': ['4.85', '4.85', '12.40', '12.40'], 'Az': ['1.07', '1.00', '1.07', '1.70'], 'ADist': ['3.64', '4.70', '6.19', '6.95']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'navigation', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 85, 'urf': 134, 'umf': 140, 'ull': 287, 'urr': 83, 'ubb': 174, 'ul2': 92, 'ur2': 41, 'l1d': 819, 'lld': 1671, 'rrd': 1066, 'r1d': 2115, 'imur': 532, 'pos': {'x': 2.5, 'y': 7.02, 'z': 2.59}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '1D33', '86AE', '0BAE'], 'Ax': ['0.60', '6.03', '0.00', '6.50'], 'Ay': ['4.85', '4.85', '12.40', '12.40'], 'Az': ['1.07', '1.00', '1.07', '1.70'], 'ADist': ['3.56', '4.68', '6.31', '7.01']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'navigation', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 123, 'urf': 94, 'umf': 97, 'ull': 288, 'urr': 83, 'ubb': 173, 'ul2': 286, 'ur2': 46, 'l1d': 3475, 'lld': 1495, 'rrd': 1659, 'r1d': 1696, 'imur': 532, 'pos': {'x': 2.45, 'y': 6.86, 'z': 0.24}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '1D33', '86AE', '0BAE'], 'Ax': ['0.60', '6.03', '0.00', '6.50'], 'Ay': ['4.85', '4.85', '12.40', '12.40'], 'Az': ['1.07', '1.00', '1.07', '1.70'], 'ADist': ['3.48', '4.62', '6.45', '7.33']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'navigation', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 128, 'urf': 117, 'umf': 92, 'ull': 294, 'urr': 78, 'ubb': 179, 'ul2': 106, 'ur2': 40, 'l1d': 2800, 'lld': 1335, 'rrd': 1492, 'r1d': 2759, 'imur': 532, 'pos': {'x': 2.41, 'y': 6.79, 'z': 2.77}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '1D33', '86AE', '0BAE'], 'Ax': ['0.60', '6.03', '0.00', '6.50'], 'Ay': ['4.85', '4.85', '12.40', '12.40'], 'Az': ['1.07', '1.00', '1.07', '1.70'], 'ADist': ['3.36', '4.68', '6.51', '7.30']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'navigation', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 124, 'urf': 104, 'umf': 78, 'ull': 297, 'urr': 80, 'ubb': 194, 'ul2': 146, 'ur2': 78, 'l1d': 2119, 'lld': 1152, 'rrd': 1202, 'r1d': 2665, 'imur': 532, 'pos': {'x': 2.37, 'y': 6.63, 'z': 2.19}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '1D33', '86AE', '0BAE'], 'Ax': ['0.60', '6.03', '0.00', '6.50'], 'Ay': ['4.85', '4.85', '12.40', '12.40'], 'Az': ['1.07', '1.00', '1.07', '1.70'], 'ADist': ['3.33', '4.65', '6.68', '7.36']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'navigation', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 92, 'urf': 59, 'umf': 62, 'ull': 298, 'urr': 89, 'ubb': 211, 'ul2': 293, 'ur2': 79, 'l1d': 1250, 'lld': 1250, 'rrd': 1250, 'r1d': 1250, 'imur': 532, 'pos': {'x': 2.28, 'y': 6.75, 'z': 0.26}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '1D33', '86AE', '0BAE'], 'Ax': ['0.60', '6.03', '0.00', '6.50'], 'Ay': ['4.85', '4.85', '12.40', '12.40'], 'Az': ['1.07', '1.00', '1.07', '1.70'], 'ADist': ['3.25', '4.70', '6.34', '7.56']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'navigation', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 68, 'urf': 43, 'umf': 47, 'ull': 296, 'urr': 118, 'ubb': 232, 'ul2': 298, 'ur2': 82, 'l1d': 1931, 'lld': 748, 'rrd': 940, 'r1d': 2753, 'imur': 532, 'pos': {'x': 2.29, 'y': 6.5, 'z': 1.89}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '1D33', '86AE', '0BAE'], 'Ax': ['0.60', '6.03', '0.00', '6.50'], 'Ay': ['4.85', '4.85', '12.40', '12.40'], 'Az': ['1.07', '1.00', '1.07', '1.70'], 'ADist': ['3.17', '4.65', '6.65', '8.39']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'navigation', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 62, 'urf': 33, 'umf': 36, 'ull': 297, 'urr': 155, 'ubb': 223, 'ul2': 296, 'ur2': 87, 'l1d': 1946, 'lld': 668, 'rrd': 725, 'r1d': 4160, 'imur': 532, 'pos': {'x': 2.31, 'y': 6.53, 'z': 1.23}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '1D33', '86AE', '0B82'], 'Ax': ['0.60', '6.03', '0.00', '13.32'], 'Ay': ['4.85', '4.85', '12.40', '12.40'], 'Az': ['1.07', '1.00', '1.07', '1.70'], 'ADist': ['3.22', '4.61', '6.65', '13.45']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'navigation', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 51, 'urf': 53, 'umf': 32, 'ull': 296, 'urr': 165, 'ubb': 206, 'ul2': 293, 'ur2': 237, 'l1d': 2377, 'lld': 575, 'rrd': 564, 'r1d': 1418, 'imur': 532, 'pos': {'x': 2.24, 'y': 6.37, 'z': -0.42}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '1D33', '86AE', '0BAE'], 'Ax': ['0.60', '6.03', '0.00', '6.50'], 'Ay': ['4.85', '4.85', '12.40', '12.40'], 'Az': ['1.07', '1.00', '1.07', '1.70'], 'ADist': ['3.15', '4.63', '6.86', '8.12']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'avoidance', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 57, 'urf': 57, 'umf': 31, 'ull': 288, 'urr': 243, 'ubb': 177, 'ul2': 285, 'ur2': 246, 'l1d': 902, 'lld': 658, 'rrd': 448, 'r1d': 3487, 'imur': 532, 'pos': {'x': 2.31, 'y': 6.38, 'z': 0.62}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '1D33', '86AE', '0BAE'], 'Ax': ['0.60', '6.03', '0.00', '6.50'], 'Ay': ['4.85', '4.85', '12.40', '12.40'], 'Az': ['1.07', '1.00', '1.07', '1.70'], 'ADist': ['3.19', '4.56', '6.81', '7.98']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'avoidance', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 53, 'urf': 53, 'umf': 31, 'ull': 296, 'urr': 165, 'ubb': 138, 'ul2': 294, 'ur2': 238, 'l1d': 2642, 'lld': 618, 'rrd': 672, 'r1d': 814, 'imur': 532, 'pos': {'x': 2.27, 'y': 6.36, 'z': -0.86}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '1D33', '86AE', '0BAE'], 'Ax': ['0.60', '6.03', '0.00', '6.50'], 'Ay': ['4.85', '4.85', '12.40', '12.40'], 'Az': ['1.07', '1.00', '1.07', '1.70'], 'ADist': ['3.17', '4.64', '6.86', '8.12']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'avoidance', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 59, 'urf': 61, 'umf': 32, 'ull': 283, 'urr': 248, 'ubb': 142, 'ul2': 281, 'ur2': 219, 'l1d': 3124, 'lld': 697, 'rrd': 361, 'r1d': 4105, 'imur': 532, 'pos': {'x': 2.34, 'y': 6.37, 'z': 0.25}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '1D33', '86AE', '0B82'], 'Ax': ['0.60', '6.03', '0.00', '13.32'], 'Ay': ['4.85', '4.85', '12.40', '12.40'], 'Az': ['1.07', '1.00', '1.07', '1.70'], 'ADist': ['3.20', '4.56', '6.85', '13.11']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'avoidance', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 67, 'urf': 35, 'umf': 39, 'ull': 272, 'urr': 149, 'ubb': 144, 'ul2': 271, 'ur2': 130, 'l1d': 1205, 'lld': 839, 'rrd': 382, 'r1d': 1519, 'imur': 532, 'pos': {'x': 2.45, 'y': 6.13, 'z': 0.96}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '1D33', '86AE', '0B82'], 'Ax': ['0.60', '6.03', '0.00', '13.32'], 'Ay': ['4.85', '4.85', '12.40', '12.40'], 'Az': ['1.07', '1.00', '1.07', '1.70'], 'ADist': ['3.25', '4.45', '7.14', '12.74']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'avoidance', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 89, 'urf': 45, 'umf': 57, 'ull': 121, 'urr': 58, 'ubb': 161, 'ul2': 240, 'ur2': 156, 'l1d': 2142, 'lld': 2963, 'rrd': 588, 'r1d': 594, 'imur': 532, 'pos': {'x': 2.82, 'y': 6.17, 'z': 0.52}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '1D33', '86AE', '0BAE'], 'Ax': ['0.60', '6.03', '0.00', '6.50'], 'Ay': ['4.85', '4.85', '12.40', '12.40'], 'Az': ['1.07', '1.00', '1.07', '1.70'], 'ADist': ['3.51', '4.09', '7.24', '8.30']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'avoidance', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 86, 'urf': 41, 'umf': 52, 'ull': 239, 'urr': 53, 'ubb': 0, 'ul2': 238, 'ur2': 76, 'l1d': 2641, 'lld': 3690, 'rrd': 523, 'r1d': 539, 'imur': 532, 'pos': {'x': 2.92, 'y': 6.17, 'z': -0.5}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '1D33', '86AE', '0BAE'], 'Ax': ['0.60', '6.03', '0.00', '6.50'], 'Ay': ['4.85', '4.85', '12.40', '12.40'], 'Az': ['1.07', '1.00', '1.07', '1.70'], 'ADist': ['3.54', '4.06', '7.29', '8.20']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'avoidance', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 78, 'urf': 33, 'umf': 45, 'ull': 237, 'urr': 46, 'ubb': 123, 'ul2': 242, 'ur2': 69, 'l1d': 1036, 'lld': 2178, 'rrd': 442, 'r1d': 452, 'imur': 532, 'pos': {'x': 2.91, 'y': 6.06, 'z': -0.98}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '1D33', '86AE', '0BAE'], 'Ax': ['0.60', '6.03', '0.00', '6.50'], 'Ay': ['4.85', '4.85', '12.40', '12.40'], 'Az': ['1.07', '1.00', '1.07', '1.70'], 'ADist': ['3.51', '4.07', '7.44', '8.40']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'avoidance', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 160, 'urf': 38, 'umf': 49, 'ull': 113, 'urr': 303, 'ubb': 0, 'ul2': 226, 'ur2': 77, 'l1d': 1390, 'lld': 1081, 'rrd': 540, 'r1d': 535, 'imur': 532, 'pos': {'x': 2.97, 'y': 6.03, 'z': -0.62}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '1D33', '86AE', '0BAE'], 'Ax': ['0.60', '6.03', '0.00', '6.50'], 'Ay': ['4.85', '4.85', '12.40', '12.40'], 'Az': ['1.07', '1.00', '1.07', '1.70'], 'ADist': ['3.59', '4.00', '7.43', '7.69']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'avoidance', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
{'ulf': 96, 'urf': 40, 'umf': 53, 'ull': 78, 'urr': 54, 'ubb': 0, 'ul2': 122, 'ur2': 76, 'l1d': 1554, 'lld': 3791, 'rrd': 582, 'r1d': 552, 'imur': 532, 'pos': {'x': 3.1, 'y': 6.0, 'z': -0.6}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0D9D', '1D33', '86AE', '0BAE'], 'Ax': ['0.60', '6.03', '0.00', '6.50'], 'Ay': ['4.85', '4.85', '12.40', '12.40'], 'Az': ['1.07', '1.00', '1.07', '1.70'], 'ADist': ['3.59', '3.87', '7.54', '8.30']}, 'a': 1.5, 'b': 0.8, 'oldx': 2.63, 'oldy': 9.46, 'imuc': 532.5657635853528, 'minimu': 220, 'mode': 'avoidance', 'status': 'Rotate right', 'setx': [1.5, 1.5, 7.1, 7.1, 11.7, 11.7, 1.5], 'sety': [11.3, 0.8, 1.3, 11.5, 11.43, 1, 0.8]}
