{'ulf': 22, 'urf': 100, 'umf': 100, 'ull': 100, 'urr': 47, 'ubb': 176, 'ul2': 338, 'ur2': 83, 'l1d': 1100, 'lld': 3079, 'rrd': 968, 'r1d': 901, 'imur': 360, 'pos': {'x': -0.9, 'y': 7.23, 'z': -0.13}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1D33', '0BAE', '4097', '86AE'], 'Ax': ['0.00', '-4.20', '1.60', '5.10'], 'Ay': ['7.20', '3.40', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.52', '5.17', '5.02', '6.11']}, 'a': -2.3, 'b': 6.3, 'oldx': -0.9, 'oldy': 7.23, 'imuc': 483.595520120853, 'minimu': 145, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 59, 'urf': 40, 'umf': 42, 'ull': 20, 'urr': 188, 'ubb': 45, 'ul2': 18, 'ur2': 200, 'l1d': 274, 'lld': 410, 'rrd': 444, 'r1d': 698, 'imur': 359, 'pos': {'x': 2.07, 'y': 3.82, 'z': -0.35}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['4097', '1991', '1D33', '86AE'], 'Ax': ['1.60', '4.40', '0.00', '5.10'], 'Ay': ['3.10', '3.66', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.67', '2.74', '4.17', '4.87']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 66, 'urf': 41, 'umf': 42, 'ull': 9, 'urr': 212, 'ubb': 31, 'ul2': 7, 'ur2': 37, 'l1d': 158, 'lld': 45, 'rrd': 473, 'r1d': 721, 'imur': 359, 'pos': {'x': 1.91, 'y': 3.87, 'z': -0.33}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['4097', '1991', '1D33', '86AE'], 'Ax': ['1.60', '4.40', '0.00', '5.10'], 'Ay': ['3.10', '3.66', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.58', '2.80', '4.07', '4.90']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 55, 'urf': 31, 'umf': 33, 'ull': 18, 'urr': 45, 'ubb': 60, 'ul2': 22, 'ur2': 35, 'l1d': 269, 'lld': 240, 'rrd': 240, 'r1d': 346, 'imur': 359, 'pos': {'x': 1.83, 'y': 3.87, 'z': -0.32}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['4097', '1991', '1D33', '86AE'], 'Ax': ['1.60', '4.40', '0.00', '5.10'], 'Ay': ['3.10', '3.66', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.64', '2.87', '3.99', '4.96']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 31, 'urf': 16, 'umf': 19, 'ull': 22, 'urr': 60, 'ubb': 63, 'ul2': 30, 'ur2': 194, 'l1d': 276, 'lld': 190, 'rrd': 168, 'r1d': 289, 'imur': 359, 'pos': {'x': 2.08, 'y': 4.06, 'z': -0.39}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['4097', '1991', '1D33', '86AE'], 'Ax': ['1.60', '4.40', '0.00', '5.10'], 'Ay': ['3.10', '3.66', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.79', '2.81', '4.09', '4.59']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 36, 'urf': 20, 'umf': 25, 'ull': 26, 'urr': 84, 'ubb': 68, 'ul2': 31, 'ur2': 191, 'l1d': 320, 'lld': 244, 'rrd': 253, 'r1d': 354, 'imur': 359, 'pos': {'x': 2.12, 'y': 3.93, 'z': -0.44}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['4097', '1991', '1D33', '86AE'], 'Ax': ['1.60', '4.40', '0.00', '5.10'], 'Ay': ['3.10', '3.66', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.80', '2.78', '4.15', '4.56']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 36, 'urf': 20, 'umf': 24, 'ull': 28, 'urr': 144, 'ubb': 68, 'ul2': 33, 'ur2': 189, 'l1d': 343, 'lld': 242, 'rrd': 222, 'r1d': 346, 'imur': 359, 'pos': {'x': 2.13, 'y': 4.02, 'z': -0.4}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['4097', '1991', '1D33', '86AE'], 'Ax': ['1.60', '4.40', '0.00', '5.10'], 'Ay': ['3.10', '3.66', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.80', '2.77', '4.17', '4.56']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 34, 'urf': 17, 'umf': 22, 'ull': 31, 'urr': 186, 'ubb': 73, 'ul2': 38, 'ur2': 185, 'l1d': 414, 'lld': 216, 'rrd': 234, 'r1d': 308, 'imur': 359, 'pos': {'x': 2.16, 'y': 4.03, 'z': -0.39}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['4097', '1991', '1D33', '86AE'], 'Ax': ['1.60', '4.40', '0.00', '5.10'], 'Ay': ['3.10', '3.66', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.85', '2.69', '4.09', '4.46']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 34, 'urf': 17, 'umf': 21, 'ull': 33, 'urr': 182, 'ubb': 73, 'ul2': 39, 'ur2': 184, 'l1d': 438, 'lld': 225, 'rrd': 198, 'r1d': 333, 'imur': 359, 'pos': {'x': 2.21, 'y': 4.08, 'z': -0.42}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['4097', '1991', '1D33', '86AE'], 'Ax': ['1.60', '4.40', '0.00', '5.10'], 'Ay': ['3.10', '3.66', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.92', '2.66', '4.09', '4.48']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 45, 'urf': 26, 'umf': 31, 'ull': 38, 'urr': 178, 'ubb': 75, 'ul2': 39, 'ur2': 178, 'l1d': 561, 'lld': 302, 'rrd': 280, 'r1d': 477, 'imur': 359, 'pos': {'x': 2.2, 'y': 3.99, 'z': -0.48}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['4097', '1991', '1D33', '86AE'], 'Ax': ['1.60', '4.40', '0.00', '5.10'], 'Ay': ['3.10', '3.66', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.93', '2.60', '4.12', '4.60']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 33, 'urf': 17, 'umf': 20, 'ull': 42, 'urr': 174, 'ubb': 79, 'ul2': 42, 'ur2': 174, 'l1d': 519, 'lld': 189, 'rrd': 171, 'r1d': 299, 'imur': 359, 'pos': {'x': 2.29, 'y': 4.03, 'z': -0.45}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['4097', '1991', '1D33', '86AE'], 'Ax': ['1.60', '4.40', '0.00', '5.10'], 'Ay': ['3.10', '3.66', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.96', '2.58', '4.17', '4.41']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 43, 'urf': 26, 'umf': 29, 'ull': 35, 'urr': 66, 'ubb': 78, 'ul2': 45, 'ur2': 173, 'l1d': 545, 'lld': 305, 'rrd': 281, 'r1d': 388, 'imur': 359, 'pos': {'x': 2.3, 'y': 3.98, 'z': -0.5}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['4097', '1991', '1D33', '86AE'], 'Ax': ['1.60', '4.40', '0.00', '5.10'], 'Ay': ['3.10', '3.66', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.92', '2.63', '4.36', '4.57']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 40, 'urf': 21, 'umf': 25, 'ull': 37, 'urr': 170, 'ubb': 99, 'ul2': 37, 'ur2': 170, 'l1d': 649, 'lld': 251, 'rrd': 243, 'r1d': 404, 'imur': 359, 'pos': {'x': 2.3, 'y': 3.98, 'z': -0.44}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['4097', '1991', '1D33', '86AE'], 'Ax': ['1.60', '4.40', '0.00', '5.10'], 'Ay': ['3.10', '3.66', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.92', '2.60', '4.24', '4.44']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 39, 'urf': 21, 'umf': 24, 'ull': 38, 'urr': 122, 'ubb': 0, 'ul2': 39, 'ur2': 169, 'l1d': 587, 'lld': 254, 'rrd': 197, 'r1d': 398, 'imur': 359, 'pos': {'x': 2.33, 'y': 3.99, 'z': -0.49}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['4097', '1991', '1D33', '86AE'], 'Ax': ['1.60', '4.40', '0.00', '5.10'], 'Ay': ['3.10', '3.66', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.98', '2.63', '4.23', '4.53']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 46, 'urf': 28, 'umf': 31, 'ull': 40, 'urr': 166, 'ubb': 95, 'ul2': 41, 'ur2': 166, 'l1d': 685, 'lld': 322, 'rrd': 331, 'r1d': 520, 'imur': 359, 'pos': {'x': 2.34, 'y': 3.9, 'z': -0.46}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['4097', '1991', '1D33', '86AE'], 'Ax': ['1.60', '4.40', '0.00', '5.10'], 'Ay': ['3.10', '3.66', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.86', '2.58', '4.42', '4.61']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 38, 'urf': 22, 'umf': 24, 'ull': 49, 'urr': 158, 'ubb': 104, 'ul2': 50, 'ur2': 158, 'l1d': 588, 'lld': 253, 'rrd': 253, 'r1d': 411, 'imur': 359, 'pos': {'x': 2.46, 'y': 3.94, 'z': -0.5}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['4097', '1991', '1D33', '86AE'], 'Ax': ['1.60', '4.40', '0.00', '5.10'], 'Ay': ['3.10', '3.66', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.04', '2.38', '4.40', '4.50']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 33, 'urf': 20, 'umf': 22, 'ull': 62, 'urr': 146, 'ubb': 116, 'ul2': 62, 'ur2': 145, 'l1d': 555, 'lld': 207, 'rrd': 231, 'r1d': 445, 'imur': 359, 'pos': {'x': 2.53, 'y': 4.04, 'z': -0.46}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['4097', '1991', '1D33', '86AE'], 'Ax': ['1.60', '4.40', '0.00', '5.10'], 'Ay': ['3.10', '3.66', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.01', '2.42', '4.33', '4.46']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 39, 'urf': 27, 'umf': 28, 'ull': 70, 'urr': 141, 'ubb': 117, 'ul2': 70, 'ur2': 139, 'l1d': 752, 'lld': 264, 'rrd': 289, 'r1d': 537, 'imur': 359, 'pos': {'x': 2.66, 'y': 4.0, 'z': -0.41}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['4097', '1991', '86AE', '1D33'], 'Ax': ['1.60', '4.40', '5.10', '0.00'], 'Ay': ['3.10', '3.66', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.09', '2.20', '4.54', '4.44']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 43, 'urf': 33, 'umf': 31, 'ull': 81, 'urr': 130, 'ubb': 122, 'ul2': 81, 'ur2': 127, 'l1d': 860, 'lld': 301, 'rrd': 377, 'r1d': 674, 'imur': 359, 'pos': {'x': 2.76, 'y': 4.01, 'z': -0.4}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['4097', '1991', '86AE', '1D33'], 'Ax': ['1.60', '4.40', '5.10', '0.00'], 'Ay': ['3.10', '3.66', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.09', '2.23', '4.70', '4.51']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 43, 'urf': 34, 'umf': 33, 'ull': 95, 'urr': 113, 'ubb': 203, 'ul2': 95, 'ur2': 113, 'l1d': 767, 'lld': 294, 'rrd': 371, 'r1d': 554, 'imur': 359, 'pos': {'x': 2.9, 'y': 4.03, 'z': -0.36}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4097', '86AE', '1D33'], 'Ax': ['4.40', '1.60', '5.10', '0.00'], 'Ay': ['3.66', '3.10', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.09', '2.17', '4.59', '4.52']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 46, 'urf': 33, 'umf': 35, 'ull': 110, 'urr': 98, 'ubb': 0, 'ul2': 111, 'ur2': 98, 'l1d': 747, 'lld': 298, 'rrd': 374, 'r1d': 669, 'imur': 359, 'pos': {'x': 3.06, 'y': 4.09, 'z': -0.36}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4097', '86AE', '1D33'], 'Ax': ['4.40', '1.60', '5.10', '0.00'], 'Ay': ['3.66', '3.10', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.01', '2.30', '4.53', '4.63']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 50, 'urf': 32, 'umf': 35, 'ull': 125, 'urr': 62, 'ubb': 0, 'ul2': 125, 'ur2': 82, 'l1d': 768, 'lld': 337, 'rrd': 356, 'r1d': 536, 'imur': 359, 'pos': {'x': 3.2, 'y': 4.14, 'z': -0.39}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4097', '86AE', '1D33'], 'Ax': ['4.40', '1.60', '5.10', '0.00'], 'Ay': ['3.66', '3.10', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.94', '2.36', '4.89', '4.72']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 48, 'urf': 31, 'umf': 34, 'ull': 141, 'urr': 66, 'ubb': 0, 'ul2': 142, 'ur2': 66, 'l1d': 698, 'lld': 324, 'rrd': 356, 'r1d': 544, 'imur': 359, 'pos': {'x': 3.29, 'y': 4.13, 'z': -0.48}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4097', '86AE', '1D33'], 'Ax': ['4.40', '1.60', '5.10', '0.00'], 'Ay': ['3.66', '3.10', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.91', '2.61', '4.56', '4.77']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 50, 'urf': 31, 'umf': 34, 'ull': 157, 'urr': 51, 'ubb': 0, 'ul2': 157, 'ur2': 50, 'l1d': 763, 'lld': 333, 'rrd': 331, 'r1d': 525, 'imur': 359, 'pos': {'x': 3.54, 'y': 4.17, 'z': -0.41}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4097', '86AE', '1D33'], 'Ax': ['4.40', '1.60', '5.10', '0.00'], 'Ay': ['3.66', '3.10', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.68', '2.72', '4.12', '4.77']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 47, 'urf': 31, 'umf': 34, 'ull': 83, 'urr': 39, 'ubb': 0, 'ul2': 170, 'ur2': 38, 'l1d': 911, 'lld': 329, 'rrd': 326, 'r1d': 522, 'imur': 359, 'pos': {'x': 3.81, 'y': 3.94, 'z': -0.29}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4097', '86AE', '1D33'], 'Ax': ['4.40', '1.60', '5.10', '0.00'], 'Ay': ['3.66', '3.10', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.49', '2.73', '3.99', '5.55']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 47, 'urf': 29, 'umf': 31, 'ull': 98, 'urr': 18, 'ubb': 0, 'ul2': 121, 'ur2': 18, 'l1d': 813, 'lld': 314, 'rrd': 323, 'r1d': 386, 'imur': 359, 'pos': {'x': 4.04, 'y': 3.69, 'z': -0.31}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4097', '86AE', '1D33'], 'Ax': ['4.40', '1.60', '5.10', '0.00'], 'Ay': ['3.66', '3.10', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.42', '2.92', '3.95', '5.18']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 62, 'urf': 43, 'umf': 46, 'ull': 195, 'urr': 16, 'ubb': 0, 'ul2': 192, 'ur2': 15, 'l1d': 1186, 'lld': 507, 'rrd': 468, 'r1d': 344, 'imur': 359, 'pos': {'x': 4.04, 'y': 3.91, 'z': -0.28}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4097', '86AE', '1D33'], 'Ax': ['4.40', '1.60', '5.10', '0.00'], 'Ay': ['3.66', '3.10', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.44', '2.95', '4.54', '5.34']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 84, 'urf': 60, 'umf': 62, 'ull': 194, 'urr': 15, 'ubb': 0, 'ul2': 194, 'ur2': 15, 'l1d': 1488, 'lld': 697, 'rrd': 587, 'r1d': 352, 'imur': 359, 'pos': {'x': 4.0, 'y': 3.83, 'z': -0.34}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1991', '4097', '86AE', '1D33'], 'Ax': ['4.40', '1.60', '5.10', '0.00'], 'Ay': ['3.66', '3.10', '7.20', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.49', '2.85', '4.54', '5.46']}, 'a': 2.97, 'b': 6.4, 'oldx': 2.72, 'oldy': 0.83, 'imuc': 357.43010091445956, 'minimu': 145, 'mode': 'avoidance', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
