{'ulf': 31, 'urf': 327, 'umf': 100, 'ull': 9, 'urr': 70, 'ubb': 156, 'ul2': 58, 'ur2': 63, 'l1d': 848, 'lld': 750, 'rrd': 1852, 'r1d': 871, 'imur': 360, 'pos': {'x': -0.82, 'y': 6.61, 'z': -0.33}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1D33', '4097', '0BAE', '86AE'], 'Ax': ['0.00', '1.60', '-4.20', '5.10'], 'Ay': ['7.20', '3.10', '3.40', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['1.73', '4.46', '4.91', '5.89']}, 'a': -2.3, 'b': 6.3, 'oldx': -0.82, 'oldy': 6.61, 'imuc': 461.83011332616803, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 151, 'urf': 203, 'umf': 212, 'ull': 389, 'urr': 176, 'ubb': 0, 'ul2': 100, 'ur2': 182, 'l1d': 2019, 'lld': 3598, 'rrd': 2463, 'r1d': 1879, 'imur': 189, 'pos': {'x': -3.3, 'y': 1.65, 'z': -0.23}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0BAE', '1582', '4097', '1D33'], 'Ax': ['-4.20', '0.00', '1.60', '0.00'], 'Ay': ['3.40', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.42', '3.90', '4.98', '6.62']}, 'a': -2.42, 'b': 0.75, 'oldx': -3.3, 'oldy': 1.65, 'imuc': 224.35625428582463, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 151, 'urf': 203, 'umf': 212, 'ull': 389, 'urr': 176, 'ubb': 0, 'ul2': 100, 'ur2': 182, 'l1d': 2019, 'lld': 3598, 'rrd': 2463, 'r1d': 1879, 'imur': 192, 'pos': {'x': -3.3, 'y': 1.65, 'z': -0.23}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0BAE', '1582', '4097', '1D33'], 'Ax': ['-4.20', '0.00', '1.60', '0.00'], 'Ay': ['3.40', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.42', '3.90', '4.98', '6.62']}, 'a': -2.42, 'b': 0.75, 'oldx': -3.3, 'oldy': 1.65, 'imuc': 224.35625428582463, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 151, 'urf': 203, 'umf': 212, 'ull': 389, 'urr': 176, 'ubb': 0, 'ul2': 100, 'ur2': 182, 'l1d': 2019, 'lld': 3598, 'rrd': 2463, 'r1d': 1879, 'imur': 194, 'pos': {'x': -3.3, 'y': 1.65, 'z': -0.23}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0BAE', '1582', '4097', '1D33'], 'Ax': ['-4.20', '0.00', '1.60', '0.00'], 'Ay': ['3.40', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.42', '3.90', '4.98', '6.62']}, 'a': -2.42, 'b': 0.75, 'oldx': -3.3, 'oldy': 1.65, 'imuc': 224.35625428582463, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 151, 'urf': 203, 'umf': 212, 'ull': 389, 'urr': 176, 'ubb': 0, 'ul2': 100, 'ur2': 182, 'l1d': 2019, 'lld': 3598, 'rrd': 2463, 'r1d': 1879, 'imur': 197, 'pos': {'x': -3.3, 'y': 1.65, 'z': -0.23}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0BAE', '1582', '4097', '1D33'], 'Ax': ['-4.20', '0.00', '1.60', '0.00'], 'Ay': ['3.40', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.42', '3.90', '4.98', '6.62']}, 'a': -2.42, 'b': 0.75, 'oldx': -3.3, 'oldy': 1.65, 'imuc': 224.35625428582463, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 151, 'urf': 203, 'umf': 212, 'ull': 389, 'urr': 176, 'ubb': 0, 'ul2': 100, 'ur2': 182, 'l1d': 2019, 'lld': 3598, 'rrd': 2463, 'r1d': 1879, 'imur': 199, 'pos': {'x': -3.3, 'y': 1.65, 'z': -0.23}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0BAE', '1582', '4097', '1D33'], 'Ax': ['-4.20', '0.00', '1.60', '0.00'], 'Ay': ['3.40', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.42', '3.90', '4.98', '6.62']}, 'a': -2.42, 'b': 0.75, 'oldx': -3.3, 'oldy': 1.65, 'imuc': 224.35625428582463, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 151, 'urf': 203, 'umf': 212, 'ull': 389, 'urr': 176, 'ubb': 0, 'ul2': 100, 'ur2': 182, 'l1d': 2019, 'lld': 3598, 'rrd': 2463, 'r1d': 1879, 'imur': 202, 'pos': {'x': -3.3, 'y': 1.65, 'z': -0.23}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0BAE', '1582', '4097', '1D33'], 'Ax': ['-4.20', '0.00', '1.60', '0.00'], 'Ay': ['3.40', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.42', '3.90', '4.98', '6.62']}, 'a': -2.42, 'b': 0.75, 'oldx': -3.3, 'oldy': 1.65, 'imuc': 224.35625428582463, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 151, 'urf': 203, 'umf': 212, 'ull': 389, 'urr': 176, 'ubb': 0, 'ul2': 100, 'ur2': 182, 'l1d': 2019, 'lld': 3598, 'rrd': 2463, 'r1d': 1879, 'imur': 204, 'pos': {'x': -3.3, 'y': 1.65, 'z': -0.23}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0BAE', '1582', '4097', '1D33'], 'Ax': ['-4.20', '0.00', '1.60', '0.00'], 'Ay': ['3.40', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.42', '3.90', '4.98', '6.62']}, 'a': -2.42, 'b': 0.75, 'oldx': -3.3, 'oldy': 1.65, 'imuc': 224.35625428582463, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 151, 'urf': 203, 'umf': 212, 'ull': 389, 'urr': 176, 'ubb': 0, 'ul2': 100, 'ur2': 182, 'l1d': 2019, 'lld': 3598, 'rrd': 2463, 'r1d': 1879, 'imur': 207, 'pos': {'x': -3.3, 'y': 1.65, 'z': -0.23}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0BAE', '1582', '4097', '1D33'], 'Ax': ['-4.20', '0.00', '1.60', '0.00'], 'Ay': ['3.40', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.42', '3.90', '4.98', '6.62']}, 'a': -2.42, 'b': 0.75, 'oldx': -3.3, 'oldy': 1.65, 'imuc': 224.35625428582463, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 151, 'urf': 203, 'umf': 212, 'ull': 389, 'urr': 176, 'ubb': 0, 'ul2': 100, 'ur2': 182, 'l1d': 2019, 'lld': 3598, 'rrd': 2463, 'r1d': 1879, 'imur': 210, 'pos': {'x': -3.3, 'y': 1.65, 'z': -0.23}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0BAE', '1582', '4097', '1D33'], 'Ax': ['-4.20', '0.00', '1.60', '0.00'], 'Ay': ['3.40', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.42', '3.90', '4.98', '6.62']}, 'a': -2.42, 'b': 0.75, 'oldx': -3.3, 'oldy': 1.65, 'imuc': 224.35625428582463, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 151, 'urf': 203, 'umf': 212, 'ull': 389, 'urr': 176, 'ubb': 0, 'ul2': 100, 'ur2': 182, 'l1d': 2019, 'lld': 3598, 'rrd': 2463, 'r1d': 1879, 'imur': 212, 'pos': {'x': -3.3, 'y': 1.65, 'z': -0.23}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0BAE', '1582', '4097', '1D33'], 'Ax': ['-4.20', '0.00', '1.60', '0.00'], 'Ay': ['3.40', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.42', '3.90', '4.98', '6.62']}, 'a': -2.42, 'b': 0.75, 'oldx': -3.3, 'oldy': 1.65, 'imuc': 224.35625428582463, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 151, 'urf': 203, 'umf': 212, 'ull': 389, 'urr': 176, 'ubb': 0, 'ul2': 100, 'ur2': 182, 'l1d': 2019, 'lld': 3598, 'rrd': 2463, 'r1d': 1879, 'imur': 214, 'pos': {'x': -3.3, 'y': 1.65, 'z': -0.23}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0BAE', '1582', '4097', '1D33'], 'Ax': ['-4.20', '0.00', '1.60', '0.00'], 'Ay': ['3.40', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.42', '3.90', '4.98', '6.62']}, 'a': -2.42, 'b': 0.75, 'oldx': -3.3, 'oldy': 1.65, 'imuc': 224.35625428582463, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 151, 'urf': 203, 'umf': 212, 'ull': 389, 'urr': 176, 'ubb': 0, 'ul2': 100, 'ur2': 182, 'l1d': 2019, 'lld': 3598, 'rrd': 2463, 'r1d': 1879, 'imur': 217, 'pos': {'x': -3.3, 'y': 1.65, 'z': -0.23}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0BAE', '1582', '4097', '1D33'], 'Ax': ['-4.20', '0.00', '1.60', '0.00'], 'Ay': ['3.40', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.42', '3.90', '4.98', '6.62']}, 'a': -2.42, 'b': 0.75, 'oldx': -3.3, 'oldy': 1.65, 'imuc': 224.35625428582463, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 151, 'urf': 203, 'umf': 212, 'ull': 389, 'urr': 176, 'ubb': 0, 'ul2': 100, 'ur2': 182, 'l1d': 2019, 'lld': 3598, 'rrd': 2463, 'r1d': 1879, 'imur': 220, 'pos': {'x': -3.3, 'y': 1.65, 'z': -0.23}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0BAE', '1582', '4097', '1D33'], 'Ax': ['-4.20', '0.00', '1.60', '0.00'], 'Ay': ['3.40', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.42', '3.90', '4.98', '6.62']}, 'a': -2.42, 'b': 0.75, 'oldx': -3.3, 'oldy': 1.65, 'imuc': 224.35625428582463, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 151, 'urf': 203, 'umf': 212, 'ull': 389, 'urr': 176, 'ubb': 0, 'ul2': 100, 'ur2': 182, 'l1d': 2019, 'lld': 3598, 'rrd': 2463, 'r1d': 1879, 'imur': 222, 'pos': {'x': -3.3, 'y': 1.65, 'z': -0.23}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0BAE', '1582', '4097', '1D33'], 'Ax': ['-4.20', '0.00', '1.60', '0.00'], 'Ay': ['3.40', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.42', '3.90', '4.98', '6.62']}, 'a': -2.42, 'b': 0.75, 'oldx': -3.3, 'oldy': 1.65, 'imuc': 224.35625428582463, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 260, 'urf': 100, 'umf': 100, 'ull': 47, 'urr': 199, 'ubb': 176, 'ul2': 53, 'ur2': 190, 'l1d': 1638, 'lld': 1366, 'rrd': 1982, 'r1d': 1689, 'imur': 225, 'pos': {'x': -3.29, 'y': 2.1, 'z': -0.48}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0BAE', '1582', '4097', '1D33'], 'Ax': ['-4.20', '0.00', '1.60', '0.00'], 'Ay': ['3.40', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.23', '4.19', '4.95', '6.57']}, 'a': -2.42, 'b': 0.75, 'oldx': -3.3, 'oldy': 1.65, 'imuc': 224.35625428582463, 'minimu': 146, 'mode': 'navigation', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 236, 'urf': 100, 'umf': 100, 'ull': 48, 'urr': 200, 'ubb': 185, 'ul2': 51, 'ur2': 186, 'l1d': 2003, 'lld': 1280, 'rrd': 2106, 'r1d': 1116, 'imur': 225, 'pos': {'x': -3.35, 'y': 1.96, 'z': -0.5}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0BAE', '1582', '4097', '1D33'], 'Ax': ['-4.20', '0.00', '1.60', '0.00'], 'Ay': ['3.40', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.35', '4.20', '4.90', '6.44']}, 'a': -2.42, 'b': 0.75, 'oldx': -3.3, 'oldy': 1.65, 'imuc': 224.35625428582463, 'minimu': 146, 'mode': 'navigation', 'status': 'Traverse right', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 241, 'urf': 100, 'umf': 100, 'ull': 56, 'urr': 194, 'ubb': 186, 'ul2': 57, 'ur2': 185, 'l1d': 1916, 'lld': 3835, 'rrd': 2368, 'r1d': 1650, 'imur': 225, 'pos': {'x': -3.43, 'y': 1.79, 'z': -0.49}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0BAE', '1582', '4097', '1D33'], 'Ax': ['-4.20', '0.00', '1.60', '0.00'], 'Ay': ['3.40', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.39', '4.20', '5.06', '6.67']}, 'a': -2.42, 'b': 0.75, 'oldx': -3.3, 'oldy': 1.65, 'imuc': 224.35625428582463, 'minimu': 146, 'mode': 'navigation', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 227, 'urf': 100, 'umf': 100, 'ull': 61, 'urr': 192, 'ubb': 206, 'ul2': 56, 'ur2': 193, 'l1d': 1363, 'lld': 2268, 'rrd': 1758, 'r1d': 1712, 'imur': 225, 'pos': {'x': -3.28, 'y': 1.62, 'z': -0.56}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0BAE', '1582', '4097', '1D33'], 'Ax': ['-4.20', '0.00', '1.60', '0.00'], 'Ay': ['3.40', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.62', '3.95', '4.96', '6.65']}, 'a': -2.42, 'b': 0.75, 'oldx': -3.3, 'oldy': 1.65, 'imuc': 224.35625428582463, 'minimu': 146, 'mode': 'navigation', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 211, 'urf': 100, 'umf': 100, 'ull': 65, 'urr': 192, 'ubb': 220, 'ul2': 57, 'ur2': 197, 'l1d': 1252, 'lld': 1591, 'rrd': 827, 'r1d': 2578, 'imur': 225, 'pos': {'x': -3.13, 'y': 1.43, 'z': -0.41}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0BAE', '1582', '4097', '1D33'], 'Ax': ['-4.20', '0.00', '1.60', '0.00'], 'Ay': ['3.40', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.68', '3.76', '4.94', '6.72']}, 'a': -2.42, 'b': 0.75, 'oldx': -3.3, 'oldy': 1.65, 'imuc': 224.35625428582463, 'minimu': 146, 'mode': 'navigation', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 264, 'urf': 100, 'umf': 100, 'ull': 71, 'urr': 194, 'ubb': 230, 'ul2': 59, 'ur2': 193, 'l1d': 3004, 'lld': 2131, 'rrd': 1587, 'r1d': 2038, 'imur': 225, 'pos': {'x': -3.0, 'y': 1.33, 'z': -0.33}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0BAE', '1582', '4097', '1D33'], 'Ax': ['-4.20', '0.00', '1.60', '0.00'], 'Ay': ['3.40', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.80', '3.53', '4.79', '6.72']}, 'a': -2.42, 'b': 0.75, 'oldx': -3.3, 'oldy': 1.65, 'imuc': 224.35625428582463, 'minimu': 146, 'mode': 'navigation', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 199, 'urf': 100, 'umf': 100, 'ull': 98, 'urr': 196, 'ubb': 252, 'ul2': 67, 'ur2': 194, 'l1d': 1313, 'lld': 1678, 'rrd': 1016, 'r1d': 2221, 'imur': 225, 'pos': {'x': -2.72, 'y': 1.27, 'z': -0.36}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0BAE', '1582', '4097', '1D33'], 'Ax': ['-4.20', '0.00', '1.60', '0.00'], 'Ay': ['3.40', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.97', '3.33', '4.79', '7.63']}, 'a': -2.42, 'b': 0.75, 'oldx': -3.3, 'oldy': 1.65, 'imuc': 224.35625428582463, 'minimu': 146, 'mode': 'navigation', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 161, 'urf': 100, 'umf': 100, 'ull': 110, 'urr': 201, 'ubb': 267, 'ul2': 89, 'ur2': 197, 'l1d': 1510, 'lld': 2313, 'rrd': 1838, 'r1d': 1635, 'imur': 225, 'pos': {'x': -2.73, 'y': 0.94, 'z': -0.17}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['0BAE', '1582', '4097', '1D33'], 'Ax': ['-4.20', '0.00', '1.60', '0.00'], 'Ay': ['3.40', '0.00', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['3.14', '3.12', '4.71', '6.98']}, 'a': -2.42, 'b': 0.75, 'oldx': -3.3, 'oldy': 1.65, 'imuc': 224.35625428582463, 'minimu': 146, 'mode': 'navigation', 'status': 'forward', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 162, 'urf': 100, 'umf': 100, 'ull': 114, 'urr': 121, 'ubb': 274, 'ul2': 93, 'ur2': 196, 'l1d': 1970, 'lld': 1456, 'rrd': 1838, 'r1d': 1554, 'imur': 225, 'pos': {'x': -2.59, 'y': 0.86, 'z': -0.17}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1582', '0BAE', '4097', '1D33'], 'Ax': ['0.00', '-4.20', '1.60', '0.00'], 'Ay': ['0.00', '3.40', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.94', '3.26', '4.63', '6.95']}, 'a': 2.97, 'b': 0.92, 'oldx': -2.59, 'oldy': 0.86, 'imuc': 270.6182757795168, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 162, 'urf': 100, 'umf': 100, 'ull': 114, 'urr': 121, 'ubb': 274, 'ul2': 93, 'ur2': 196, 'l1d': 1970, 'lld': 1456, 'rrd': 1838, 'r1d': 1554, 'imur': 234, 'pos': {'x': -2.59, 'y': 0.86, 'z': -0.17}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1582', '0BAE', '4097', '1D33'], 'Ax': ['0.00', '-4.20', '1.60', '0.00'], 'Ay': ['0.00', '3.40', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.94', '3.26', '4.63', '6.95']}, 'a': 2.97, 'b': 0.92, 'oldx': -2.59, 'oldy': 0.86, 'imuc': 270.6182757795168, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 162, 'urf': 100, 'umf': 100, 'ull': 114, 'urr': 121, 'ubb': 274, 'ul2': 93, 'ur2': 196, 'l1d': 1970, 'lld': 1456, 'rrd': 1838, 'r1d': 1554, 'imur': 237, 'pos': {'x': -2.59, 'y': 0.86, 'z': -0.17}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1582', '0BAE', '4097', '1D33'], 'Ax': ['0.00', '-4.20', '1.60', '0.00'], 'Ay': ['0.00', '3.40', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.94', '3.26', '4.63', '6.95']}, 'a': 2.97, 'b': 0.92, 'oldx': -2.59, 'oldy': 0.86, 'imuc': 270.6182757795168, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 162, 'urf': 100, 'umf': 100, 'ull': 114, 'urr': 121, 'ubb': 274, 'ul2': 93, 'ur2': 196, 'l1d': 1970, 'lld': 1456, 'rrd': 1838, 'r1d': 1554, 'imur': 239, 'pos': {'x': -2.59, 'y': 0.86, 'z': -0.17}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1582', '0BAE', '4097', '1D33'], 'Ax': ['0.00', '-4.20', '1.60', '0.00'], 'Ay': ['0.00', '3.40', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.94', '3.26', '4.63', '6.95']}, 'a': 2.97, 'b': 0.92, 'oldx': -2.59, 'oldy': 0.86, 'imuc': 270.6182757795168, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
{'ulf': 162, 'urf': 100, 'umf': 100, 'ull': 114, 'urr': 121, 'ubb': 274, 'ul2': 93, 'ur2': 196, 'l1d': 1970, 'lld': 1456, 'rrd': 1838, 'r1d': 1554, 'imur': 242, 'pos': {'x': -2.59, 'y': 0.86, 'z': -0.17}, 'posan': {'Anchor No': ['AN0', 'AN1', 'AN2', 'AN3'], 'AID': ['1582', '0BAE', '4097', '1D33'], 'Ax': ['0.00', '-4.20', '1.60', '0.00'], 'Ay': ['0.00', '3.40', '3.10', '7.20'], 'Az': ['1.07', '1.07', '1.07', '1.07'], 'ADist': ['2.94', '3.26', '4.63', '6.95']}, 'a': 2.97, 'b': 0.92, 'oldx': -2.59, 'oldy': 0.86, 'imuc': 270.6182757795168, 'minimu': 146, 'mode': 'navigation', 'status': 'Rotate left', 'setx': [-2.3, -2.42, 2.97, 2.97, 7.7, 7.4, -2.42], 'sety': [6.3, 0.75, 0.92, 6.4, 6.4, 0.8, 0.75]}
